"id","price"
1200019,458788.978528934
3600057,511765.941061103
7600065,557280.997079716
7600125,856393.976963226
11500240,781753.343860373
11500890,804610.131936032
11520200,793558.622855676
11900140,339227.815013433
13001215,302062.467585081
13001991,325061.157379143
16000200,353422.578977414
23520190,468962.539248731
31000165,1290651.04099568
40000228,287182.166255054
40000471,379241.083142211
53500450,379982.104920473
59000201,625261.09344991
59000445,611521.109352682
84000105,270108.840791491
84000335,323897.12204996
88000173,468410.64415081
88000591,258138.502907371
97600140,830110.435958857
98000060,1278846.27178175
98000740,1071579.766288
98000750,1034189.36619488
98020350,746725.321877543
98020480,950742.542889125
98030660,845406.848477964
98300230,570404.922640194
104510340,228188.009984083
104530240,223836.087500383
104540840,215611.151039953
104550690,234943.663788299
104560010,248538.95906251
106000320,287275.619756804
106000395,367090.778059423
114100304,527014.841987557
114100354,311118.182346521
114101055,447126.238122065
114101516,334512.2993682
114700150,240792.652626614
120059044,-98504.6582560216
121039042,921451.897411492
123039279,215112.025042797
123039642,372762.241207674
123059046,523541.150446268
125069038,-1361337.82520429
126039213,384886.517059596
126039252,456444.112678453
126039305,277408.700499469
126059018,431648.926236322
127100005,346367.865196803
148000450,375854.973387223
162500015,329170.950887615
162500030,310667.003171611
164000174,293858.908100225
164000237,392990.765393417
164000267,270592.688140109
179001101,280898.417093951
182000350,224916.960702821
191100810,1038839.33349271
191101015,668091.284436776
192300020,458332.644409545
192600100,382379.473710266
193300140,206255.708092923
193600200,453492.164430108
194000145,775906.126910814
200500680,586179.547523709
200800200,576003.654657472
203100690,516518.926795361
203100910,349683.530102818
203101330,418597.596433166
203600140,495011.216359602
203900380,314785.352875038
203900610,328089.8681757
203900690,336400.324281296
203900920,311926.821277654
205000450,510727.682561725
207700050,613781.979788796
217500015,339076.545258585
217500135,420994.571981338
217500140,497645.316011961
221029019,860956.40008289
221049191,438378.7052513
224059021,409030.103566732
224069134,302820.607609764
225039177,708165.869641598
226039282,586725.451851138
226109056,246751.662936287
236500010,322394.768424188
240000031,358654.740890971
241900060,590676.225726343
249000115,546564.93192585
252000300,257384.404779124
254000100,443094.71734996
254000735,263613.63178732
255000320,421807.139821209
255370020,307168.86687675
255450380,384983.184374809
255460330,401641.227977447
255520180,807290.038987636
255550190,367704.533632322
257000038,343062.474757895
259000100,497753.021378403
259600260,387865.367404403
259600910,399845.478762856
259800410,477325.375501651
259800750,383552.632136749
259801110,385343.066299246
259900160,610884.878749743
263000006,574814.427176068
263000255,577965.04059099
267000170,434661.526244089
269000221,863084.888925647
269000950,984384.869545096
269000970,1541787.38964942
272000085,750574.121008698
272000125,396306.139863433
272000220,515446.186397777
274100090,442683.167156175
290000075,344308.266780377
290200230,609498.191500487
291300010,314757.829967542
293070010,755135.962326808
293070090,771760.750312217
293610040,649423.432185651
293720140,386676.920502914
293760150,963005.498476709
293800120,636623.543692343
293910070,656941.185751917
301400320,328690.18480857
301400930,335100.106555958
301401410,386889.929620815
301402280,305885.635808861
303800020,360176.289098165
304100010,344067.047285389
316000190,277766.502447376
318300040,415232.332141509
318390180,420535.053918534
319500570,618201.989571602
321049090,385440.695909209
322059210,59607.1210301144
322069180,-969319.588972023
323069120,-12628.0864960353
323079065,665293.543781701
323079101,406093.938284084
323089005,347278.111723481
324000530,468917.236895684
324069015,371053.027822663
325059126,633817.556529499
326049060,555124.030877566
326069118,255540.011004441
326069164,664796.054702348
333100265,920600.117121411
339600090,422798.176579725
339600190,443764.721920889
339600460,423522.688089056
379000051,357589.634721091
381000110,851782.782972347
390100060,256903.558290731
393000045,557066.403045145
393000142,451590.92156117
395300100,448569.229446431
395800370,235289.329571464
402000260,227406.972335473
408100105,236450.053309221
411100020,303988.313472023
415100015,320730.582671674
421059018,302575.787269667
423059369,445592.059132456
423059387,699782.786645573
424059100,800823.825719688
424069018,591343.8334719
424069130,446410.098061041
424069206,570865.529185624
424069233,502339.913473411
424069275,778200.892875622
424069279,1152356.07895634
425069102,311631.639051775
425069104,564035.569621706
425069136,642328.897729791
425069147,456848.977252512
425079100,343466.855072018
425200205,281887.202287994
428000150,297598.832521353
428100580,363229.500726854
434000040,436584.375274606
439000230,681597.707003397
439200035,861614.959591694
442000175,407704.212684558
442000210,547084.072193841
443000060,747269.317408019
446000010,554019.126950818
455000190,775207.88180245
455000760,798291.570414314
461002025,453268.15365082
461003835,785156.808342534
461004730,496984.856319636
461005435,603114.515668212
472000590,809094.540987205
472000895,1353745.45247456
476000110,477543.784401261
476000118,553220.57042718
510000050,702524.045609042
510002065,642851.861363542
511700170,372434.579356473
514500235,517713.218469653
518500460,1863980.62641688
522049104,348931.199626638
522059130,334414.47177119
522059172,318849.011588503
522069097,261057.714484048
523049106,368650.024608694
524059063,1928476.11408362
524059323,890148.27809745
524069037,377013.11080682
524069115,616947.242552279
525069133,609263.435738711
526059183,399975.297611198
526059224,329236.099271602
534000195,563530.902116646
538000030,302722.741355243
538000250,297800.315116259
540100056,1192246.84029021
546000865,565550.606668681
546000875,541437.947171541
546001060,688849.246619763
561000300,419773.254063648
567000381,358134.369828993
567000382,328541.662452136
567000392,370057.234211794
567000660,449421.192959449
567000672,436357.668721488
567000680,446588.449275797
569000050,565795.972658688
573000490,726641.166252677
579000595,515365.12102275
582000010,998738.981352126
582000135,524270.665738464
597000195,428711.416023135
597000593,460414.271667732
603000555,369801.094330691
603000926,351188.714283915
613400030,352233.727097276
621049103,217851.3044417
621069074,113716.620905305
621069154,252060.485262403
621069218,-116084.077772518
622069123,360915.609964772
623049341,272260.960864618
624100990,611384.119537054
624110020,764006.304024054
624110050,820668.925468804
624110540,966282.404737565
625049313,433904.140797624
625100181,409143.9638544
626049102,408235.381324382
626059220,447273.142754225
627300105,874955.119006011
629000730,661262.081811293
629400340,779684.435273917
629500170,625981.506392882
629650370,325753.495797743
629810800,883449.38487122
629890070,820312.540919725
642150080,658285.903178011
642500080,634996.207091385
643300180,442859.442459083
662310900,398523.343360658
662440020,413888.34040679
686100380,499900.238941413
686300420,806205.084754692
686300880,774361.774554288
686500030,1009623.72592315
686530170,581087.295856917
686800065,954265.456824146
686900010,1153412.89064438
687600110,792384.248112304
688000017,587999.306322989
705700960,302213.273081579
705710640,293838.229306337
713500020,1157049.91926168
714000210,1193063.67823511
715010130,1633750.43230899
715010140,1660865.14033136
721069087,140854.27991663
722059070,330868.001410656
722079015,46262.8498629057
723000114,1579301.03465202
723049197,253535.228137802
723049307,248232.850504622
723049448,301783.775314595
723049476,338271.940537882
724069059,1517884.80568083
726049184,285773.988194614
726049202,271027.584768379
726059047,341685.865234598
726059048,416635.20671705
726059349,353508.438494566
726059483,585527.820234113
739500050,320072.283246497
739800070,313777.624683412
740500070,326529.451672842
745000005,241923.198370797
745500010,858479.424822698
745530040,980557.430080233
751000190,250911.227780452
764000180,393785.830141253
766900250,308499.856360869
789000550,510170.182754963
793200100,377283.98014284
797000256,288657.854106138
798000145,246650.523658919
798000457,347257.431594472
806800090,334887.595773282
807800020,341301.307412857
808000070,334025.355603951
808300200,542457.189860547
809001505,1094911.31096419
809002215,1196570.27067566
811000050,897878.872241147
811000055,1452940.60904784
822039004,-726764.000956985
822039146,337707.032713509
822059038,487609.2613472
822059101,265548.792303023
823069074,495459.665567996
824059042,1903019.70305758
824059321,1886596.78016434
824059324,1492653.63488988
824069173,430010.333650641
824069193,349615.840148364
825079019,53222.6696874044
826000480,408197.703428015
826000495,468866.41358799
826059152,396238.182625902
826069184,396886.621849993
827000110,500168.834723722
832700170,316928.724815896
832700270,336749.41274551
844000180,357001.055786176
844001052,383244.815665711
853200010,3470129.83674373
853600150,1057693.16456572
853600310,642130.564145262
856000255,483786.493392179
856001130,1061013.71108629
859000022,387784.838362618
859000160,332584.491002389
868000175,605813.131321673
868000305,345333.032083461
868000905,847046.935816479
868001030,848579.568652096
868001295,521031.145437306
868002335,956299.702729332
869700050,356303.90902404
871000155,605534.633315295
871001500,836227.402322792
871001735,694521.675828376
